@RELATION featurization_5

@ATTRIBUTE line_num INTEGER
@ATTRIBUTE journal {arxiv, jdm, plos}
@ATTRIBUTE expert INTEGER
@ATTRIBUTE section {abstract, introduction}
@ATTRIBUTE dt INTEGER
@ATTRIBUTE nnp INTEGER
@ATTRIBUTE nn INTEGER
@ATTRIBUTE in INTEGER
@ATTRIBUTE vbz INTEGER
@ATTRIBUTE vbn INTEGER
@ATTRIBUTE vbg INTEGER
@ATTRIBUTE jj INTEGER
@ATTRIBUTE comma INTEGER
@ATTRIBUTE rb INTEGER
@ATTRIBUTE colon INTEGER
@ATTRIBUTE cd INTEGER
@ATTRIBUTE cc INTEGER
@ATTRIBUTE prp INTEGER
@ATTRIBUTE md INTEGER
@ATTRIBUTE vb INTEGER
@ATTRIBUTE nns INTEGER
@ATTRIBUTE wdt INTEGER
@ATTRIBUTE vbp INTEGER
@ATTRIBUTE jjr INTEGER
@ATTRIBUTE to INTEGER
@ATTRIBUTE opquote INTEGER
@ATTRIBUTE closequote INTEGER
@ATTRIBUTE nnps INTEGER
@ATTRIBUTE prp$ INTEGER
@ATTRIBUTE jjs INTEGER
@ATTRIBUTE wrb INTEGER
@ATTRIBUTE pos INTEGER
@ATTRIBUTE vbd INTEGER
@ATTRIBUTE ex INTEGER
@ATTRIBUTE rbr INTEGER
@ATTRIBUTE none INTEGER
@ATTRIBUTE ls INTEGER
@ATTRIBUTE rbs INTEGER
@ATTRIBUTE wp INTEGER
@ATTRIBUTE rp INTEGER
@ATTRIBUTE pdt INTEGER
@ATTRIBUTE wpmoney INTEGER
@ATTRIBUTE hashhash INTEGER
@ATTRIBUTE periodperiod INTEGER
@ATTRIBUTE class {AIM, BASE, CONT, OWN, MISC}

@DATA
12,jdm,0,introduction,4,0,5,4,1,1,0,2,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
13,jdm,0,introduction,3,1,8,6,1,1,0,2,2,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BASE
14,jdm,0,introduction,2,0,16,1,0,1,1,2,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MISC
15,jdm,0,introduction,2,0,4,2,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,MISC
16,jdm,0,introduction,2,2,6,6,0,2,0,3,3,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MISC
17,jdm,0,introduction,4,0,4,2,0,0,0,2,0,0,0,1,2,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,MISC
18,jdm,0,introduction,2,0,3,5,0,1,0,3,2,1,0,1,1,1,1,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MISC
19,jdm,0,introduction,2,0,5,4,0,1,0,3,2,0,0,0,1,0,1,2,4,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MISC
20,jdm,0,introduction,1,0,4,1,0,0,0,0,2,4,0,0,1,1,0,3,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MISC
21,jdm,0,introduction,1,0,2,5,2,4,1,0,1,3,1,0,0,1,0,1,5,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CONT
22,jdm,0,introduction,3,0,6,2,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,MISC
23,jdm,0,introduction,0,1,8,5,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,MISC
24,jdm,0,introduction,2,0,6,6,1,2,0,5,2,2,0,3,1,1,0,2,6,2,4,1,2,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,CONT
25,jdm,0,introduction,4,0,7,6,0,0,0,1,3,0,0,1,0,1,0,0,3,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,MISC
26,jdm,0,introduction,3,0,8,5,0,0,0,2,1,3,0,0,1,0,0,1,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MISC
27,jdm,0,introduction,1,0,1,3,1,0,0,4,0,1,0,0,0,1,0,0,2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MISC
28,jdm,0,introduction,5,0,9,4,1,3,0,3,2,4,1,0,1,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,CONT
29,jdm,0,introduction,3,0,7,5,0,1,0,3,0,0,0,0,1,1,0,0,2,1,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,MISC
30,jdm,0,introduction,6,0,10,5,0,1,0,4,1,0,0,1,2,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,MISC
31,jdm,0,introduction,2,0,5,4,0,0,1,4,2,2,0,1,0,0,0,0,4,1,1,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,CONT
32,jdm,0,introduction,6,0,6,7,0,2,0,4,2,0,0,0,2,0,0,1,5,1,0,1,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,MISC
33,jdm,0,introduction,1,0,5,4,0,0,0,1,0,2,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONT
34,jdm,0,introduction,3,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,AIM
35,jdm,0,introduction,4,0,2,2,1,1,0,5,4,4,0,1,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,OWN
36,jdm,0,introduction,1,0,5,4,0,2,0,2,2,0,0,0,2,0,0,1,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONT
37,jdm,0,introduction,5,0,8,6,1,3,0,3,3,0,0,0,5,0,1,1,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
38,jdm,0,introduction,3,0,8,5,0,1,0,3,4,2,0,0,1,0,1,1,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
0,jdm,0,abstract,2,0,8,3,0,0,1,4,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,MISC
1,jdm,0,abstract,1,0,1,3,0,1,0,1,1,1,0,0,0,1,1,1,3,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,CONT
2,jdm,0,abstract,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,AIM
3,jdm,0,abstract,2,0,1,2,0,1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OWN
4,jdm,0,abstract,3,0,11,6,0,3,0,1,5,0,0,0,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
5,jdm,0,abstract,3,0,10,4,0,0,0,1,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
6,jdm,0,abstract,3,0,4,0,1,1,1,2,1,1,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
7,jdm,0,abstract,0,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,OWN
8,jdm,0,abstract,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,OWN
9,jdm,0,abstract,4,0,5,3,1,0,3,2,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
10,jdm,0,introduction,1,0,3,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIM
11,jdm,0,introduction,2,0,16,2,0,0,0,3,4,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,AIM
12,jdm,0,introduction,4,0,5,4,1,1,0,2,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
13,jdm,0,introduction,3,1,8,6,1,1,0,2,2,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BASE
14,jdm,0,introduction,2,0,16,1,0,1,1,2,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MISC
15,jdm,0,introduction,2,0,4,2,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,MISC
16,jdm,0,introduction,2,2,6,6,0,2,0,3,3,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MISC
17,jdm,0,introduction,4,0,4,2,0,0,0,2,0,0,0,1,2,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,MISC
18,jdm,0,introduction,2,0,3,5,0,1,0,3,2,1,0,1,1,1,1,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MISC
19,jdm,0,introduction,2,0,5,4,0,1,0,3,2,0,0,0,1,0,1,2,4,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MISC
20,jdm,0,introduction,1,0,4,1,0,0,0,0,2,4,0,0,1,1,0,3,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MISC
21,jdm,0,introduction,1,0,2,5,2,4,1,0,1,3,1,0,0,1,0,1,5,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CONT
22,jdm,0,introduction,3,0,6,2,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,MISC
23,jdm,0,introduction,0,1,8,5,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,MISC
24,jdm,0,introduction,2,0,6,6,1,2,0,5,2,2,0,3,1,1,0,2,6,2,4,1,2,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,CONT
25,jdm,0,introduction,4,0,7,6,0,0,0,1,3,0,0,1,0,1,0,0,3,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,MISC
26,jdm,0,introduction,3,0,8,5,0,0,0,2,1,3,0,0,1,0,0,1,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MISC
27,jdm,0,introduction,1,0,1,3,1,0,0,4,0,1,0,0,0,1,0,0,2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MISC
28,jdm,0,introduction,5,0,9,4,1,3,0,3,2,4,1,0,1,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,CONT
29,jdm,0,introduction,3,0,7,5,0,1,0,3,0,0,0,0,1,1,0,0,2,1,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,MISC
30,jdm,0,introduction,6,0,10,5,0,1,0,4,1,0,0,1,2,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,MISC
31,jdm,0,introduction,2,0,5,4,0,0,1,4,2,2,0,1,0,0,0,0,4,1,1,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,CONT
32,jdm,0,introduction,6,0,6,7,0,2,0,4,2,0,0,0,2,0,0,1,5,1,0,1,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,MISC
33,jdm,0,introduction,1,0,5,4,0,0,0,1,0,2,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONT
34,jdm,0,introduction,3,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,AIM
35,jdm,0,introduction,4,0,2,2,1,1,0,5,4,4,0,1,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,OWN
36,jdm,0,introduction,1,0,5,4,0,2,0,2,2,0,0,0,2,0,0,1,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONT
37,jdm,0,introduction,5,0,8,6,1,3,0,3,3,0,0,0,5,0,1,1,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
38,jdm,0,introduction,3,0,8,5,0,1,0,3,4,2,0,0,1,0,1,1,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
0,jdm,1,abstract,2,0,8,3,0,0,1,4,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MISC
1,jdm,1,abstract,1,0,1,3,0,1,0,1,1,1,0,0,0,1,1,1,3,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,MISC
2,jdm,1,abstract,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,AIM
3,jdm,1,abstract,2,0,1,2,0,1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
4,jdm,1,abstract,3,0,11,6,0,3,0,1,5,0,0,0,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
5,jdm,1,abstract,3,0,10,4,0,0,0,1,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
6,jdm,1,abstract,3,0,4,0,1,1,1,2,1,1,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CONT
7,jdm,1,abstract,0,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,OWN
8,jdm,1,abstract,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,OWN
9,jdm,1,abstract,4,0,5,3,1,0,3,2,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
10,jdm,1,introduction,1,0,3,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIM
11,jdm,1,introduction,2,0,16,2,0,0,0,3,4,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISC
12,jdm,1,introduction,4,0,5,4,1,1,0,2,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
13,jdm,1,introduction,3,1,8,6,1,1,0,2,2,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MISC
14,jdm,1,introduction,2,0,16,1,0,1,1,2,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MISC
15,jdm,1,introduction,2,0,4,2,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,MISC
16,jdm,1,introduction,2,2,6,6,0,2,0,3,3,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MISC
17,jdm,1,introduction,4,0,4,2,0,0,0,2,0,0,0,1,2,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,MISC
18,jdm,1,introduction,2,0,3,5,0,1,0,3,2,1,0,1,1,1,1,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MISC
19,jdm,1,introduction,2,0,5,4,0,1,0,3,2,0,0,0,1,0,1,2,4,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MISC
20,jdm,1,introduction,1,0,4,1,0,0,0,0,2,4,0,0,1,1,0,3,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MISC
21,jdm,1,introduction,1,0,2,5,2,4,1,0,1,3,1,0,0,1,0,1,5,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MISC
22,jdm,1,introduction,3,0,6,2,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,MISC
23,jdm,1,introduction,0,1,8,5,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,MISC
24,jdm,1,introduction,2,0,6,6,1,2,0,5,2,2,0,3,1,1,0,2,6,2,4,1,2,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,MISC
25,jdm,1,introduction,4,0,7,6,0,0,0,1,3,0,0,1,0,1,0,0,3,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,MISC
26,jdm,1,introduction,3,0,8,5,0,0,0,2,1,3,0,0,1,0,0,1,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MISC
27,jdm,1,introduction,1,0,1,3,1,0,0,4,0,1,0,0,0,1,0,0,2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MISC
28,jdm,1,introduction,5,0,9,4,1,3,0,3,2,4,1,0,1,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,MISC
29,jdm,1,introduction,3,0,7,5,0,1,0,3,0,0,0,0,1,1,0,0,2,1,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,MISC
30,jdm,1,introduction,6,0,10,5,0,1,0,4,1,0,0,1,2,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,MISC
31,jdm,1,introduction,2,0,5,4,0,0,1,4,2,2,0,1,0,0,0,0,4,1,1,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,MISC
32,jdm,1,introduction,6,0,6,7,0,2,0,4,2,0,0,0,2,0,0,1,5,1,0,1,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,MISC
33,jdm,1,introduction,1,0,5,4,0,0,0,1,0,2,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
34,jdm,1,introduction,3,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,AIM
35,jdm,1,introduction,4,0,2,2,1,1,0,5,4,4,0,1,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,OWN
36,jdm,1,introduction,1,0,5,4,0,2,0,2,2,0,0,0,2,0,0,1,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONT
37,jdm,1,introduction,5,0,8,6,1,3,0,3,3,0,0,0,5,0,1,1,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
38,jdm,1,introduction,3,0,8,5,0,1,0,3,4,2,0,0,1,0,1,1,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
0,jdm,0,abstract,3,1,8,3,1,0,2,3,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIM
1,jdm,0,abstract,6,2,7,3,1,3,0,3,0,2,0,0,1,1,2,2,2,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,OWN
2,jdm,0,abstract,1,2,1,3,0,5,0,2,0,2,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,OWN
3,jdm,0,abstract,3,0,4,4,2,2,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
4,jdm,0,abstract,3,0,4,4,1,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
5,jdm,0,introduction,3,0,7,4,0,0,1,2,0,1,0,0,1,0,0,1,3,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISC
6,jdm,0,introduction,7,0,9,10,1,2,0,6,0,1,0,1,0,0,0,1,5,1,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,MISC
7,jdm,0,introduction,6,0,11,9,2,0,0,6,0,2,0,0,1,0,0,0,5,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,MISC
8,jdm,0,introduction,1,0,3,5,2,0,0,3,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MISC
9,jdm,0,introduction,6,0,11,8,1,4,1,5,0,0,0,0,0,0,0,2,2,1,1,1,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,MISC
10,jdm,0,introduction,2,2,9,4,0,1,0,3,0,1,0,1,3,2,0,2,3,1,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MISC
11,jdm,0,introduction,2,4,6,8,0,2,0,7,0,5,0,0,0,5,0,0,4,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,MISC
12,jdm,0,introduction,4,2,13,8,1,2,1,9,0,0,0,4,1,0,0,1,8,1,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,MISC
13,jdm,0,introduction,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
14,jdm,0,introduction,4,0,5,3,0,3,0,3,0,3,0,0,0,0,0,2,5,0,2,2,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,MISC
15,jdm,0,introduction,1,1,6,3,2,2,0,4,0,0,0,1,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
16,jdm,0,introduction,3,2,8,1,0,0,0,2,0,0,0,0,2,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MISC
17,jdm,0,introduction,1,0,0,5,0,2,0,2,0,1,0,0,0,0,0,4,6,0,2,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,MISC
18,jdm,0,introduction,3,2,9,4,0,3,0,5,0,2,0,0,0,2,0,1,6,0,2,2,1,0,0,0,3,0,3,0,4,0,0,0,0,0,1,0,0,0,0,0,MISC
19,jdm,0,introduction,2,0,7,2,0,1,0,4,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MISC
20,jdm,0,introduction,3,0,3,3,0,2,2,3,0,4,0,0,1,0,1,2,5,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
21,jdm,0,introduction,3,2,10,5,0,1,0,5,0,3,0,0,1,0,0,0,2,1,0,1,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,MISC
22,jdm,0,introduction,2,0,6,4,0,0,0,4,0,1,0,0,1,0,1,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
23,jdm,0,introduction,4,0,5,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
24,jdm,0,introduction,2,0,5,2,0,1,0,3,0,2,0,0,1,0,0,1,4,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
25,jdm,0,introduction,1,0,7,2,0,0,1,3,0,1,0,0,3,1,1,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
26,jdm,0,introduction,1,0,3,6,0,1,1,4,0,2,0,0,1,0,0,1,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
27,jdm,0,introduction,1,0,3,2,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
28,jdm,0,introduction,6,0,4,3,0,2,0,3,0,2,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
29,jdm,0,introduction,3,0,5,4,0,2,0,3,0,4,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISC
30,jdm,0,introduction,2,0,6,3,0,2,0,2,0,1,0,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
